DefectID,ProductionID,DateKey,LineID,DefectTypeID,DefectCount
2091,1072.0,20240509.0,1.0,1,36
2092,1072.0,20240509.0,1.0,2,59
2093,1073.0,20240509.0,4.0,4,59
2094,1073.0,20240509.0,4.0,1,2
2095,1073.0,20240509.0,4.0,6,32
2096,1074.0,20240509.0,2.0,1,176
2097,1074.0,20240509.0,2.0,2,13
2098,1075.0,20240509.0,2.0,5,7
2099,1075.0,20240509.0,2.0,6,88
2100,1076.0,20240509.0,1.0,6,128
2101,1077.0,20240509.0,4.0,5,14
2102,1078.0,20240509.0,2.0,6,165
2103,1079.0,20240510.0,3.0,5,93
2104,1079.0,20240510.0,3.0,6,9
2105,1080.0,20240510.0,1.0,6,35
2106,1080.0,20240510.0,1.0,3,71
2107,1081.0,20240510.0,2.0,6,86
2108,1081.0,20240510.0,2.0,1,23
2109,1081.0,20240510.0,2.0,2,18
2110,1082.0,20240510.0,4.0,1,85
2111,1082.0,20240510.0,4.0,5,6
2112,1083.0,20240510.0,4.0,4,119
2113,1084.0,20240510.0,4.0,6,139
2114,1084.0,20240510.0,4.0,4,20
2115,1085.0,20240510.0,3.0,1,16
2116,1085.0,20240510.0,3.0,5,45
2117,1085.0,20240510.0,3.0,4,26
2118,1086.0,20240510.0,2.0,5,117
2119,1086.0,20240510.0,2.0,2,55
2120,1087.0,20240510.0,3.0,1,119
2121,1088.0,20240510.0,3.0,6,23
2122,1088.0,20240510.0,3.0,5,50
2123,1088.0,20240510.0,3.0,1,11
2124,1089.0,20240511.0,4.0,2,39
2125,1089.0,20240511.0,4.0,6,56
2126,1089.0,20240511.0,4.0,4,7
2127,1090.0,20240511.0,4.0,6,15
2128,1090.0,20240511.0,4.0,5,69
2129,1090.0,20240511.0,4.0,2,31
2130,1091.0,20240511.0,2.0,1,26
2131,1091.0,20240511.0,2.0,2,158
2132,1092.0,20240511.0,1.0,5,103
2133,1093.0,20240511.0,2.0,2,127
2134,1093.0,20240511.0,2.0,6,11
2135,1094.0,20240511.0,1.0,2,93
2136,1095.0,20240511.0,2.0,3,222
2137,1096.0,20240511.0,2.0,4,175
2138,1097.0,20240511.0,3.0,2,4
2139,1097.0,20240511.0,3.0,6,54
2140,1098.0,20240511.0,4.0,4,86
2141,1098.0,20240511.0,4.0,3,5
2142,1098.0,20240511.0,4.0,6,50
2143,1099.0,20240511.0,4.0,3,39
2144,1099.0,20240511.0,4.0,5,107
2145,1099.0,20240511.0,4.0,4,37
2146,1100.0,20240512.0,3.0,2,36
2147,1100.0,20240512.0,3.0,4,38
2148,1101.0,20240512.0,4.0,2,207
2149,1102.0,20240512.0,1.0,1,108
2150,1102.0,20240512.0,1.0,4,84
2151,1103.0,20240512.0,3.0,6,79
2152,1103.0,20240512.0,3.0,2,15
2153,1104.0,20240512.0,3.0,4,105
2154,1105.0,20240512.0,1.0,4,1
2155,1105.0,20240512.0,1.0,1,16
2156,1105.0,20240512.0,1.0,6,179
2157,1106.0,20240512.0,1.0,4,118
2158,1107.0,20240512.0,2.0,5,196
2159,1107.0,20240512.0,2.0,1,14
2160,1107.0,20240512.0,2.0,6,27
2161,1108.0,20240512.0,2.0,5,58
2162,1108.0,20240512.0,2.0,1,83
2163,1109.0,20240512.0,1.0,1,39
2164,1109.0,20240512.0,1.0,2,6
2165,1110.0,20240513.0,1.0,3,136
2166,1111.0,20240513.0,4.0,1,41
2167,1111.0,20240513.0,4.0,3,24
2168,1111.0,20240513.0,4.0,5,32
2169,1112.0,20240513.0,3.0,1,10
2170,1112.0,20240513.0,3.0,4,71
2171,1113.0,20240513.0,4.0,3,42
2172,1113.0,20240513.0,4.0,4,126
2173,1114.0,20240513.0,1.0,2,40
2174,1114.0,20240513.0,1.0,6,26
2175,1115.0,20240513.0,4.0,4,106
2176,1116.0,20240513.0,1.0,2,25
2177,1116.0,20240513.0,1.0,6,105
2178,1117.0,20240513.0,3.0,1,112
2179,1117.0,20240513.0,3.0,6,8
2180,1118.0,20240514.0,3.0,1,90
2181,1119.0,20240514.0,4.0,1,121
2182,1120.0,20240514.0,2.0,5,6
2183,1120.0,20240514.0,2.0,3,176
2184,1120.0,20240514.0,2.0,4,69
2185,1121.0,20240514.0,4.0,4,10
2186,1121.0,20240514.0,4.0,3,41
2187,1121.0,20240514.0,4.0,5,70
2188,1122.0,20240514.0,1.0,6,74
2189,1122.0,20240514.0,1.0,3,16
2190,1123.0,20240514.0,4.0,4,119
2191,1124.0,20240514.0,4.0,6,146
2192,1125.0,20240514.0,3.0,3,52
2193,1125.0,20240514.0,3.0,5,4
2194,1126.0,20240514.0,4.0,6,83
2195,1126.0,20240514.0,4.0,1,77
2196,1126.0,20240514.0,4.0,5,59
2197,1127.0,20240514.0,4.0,5,68
2198,1127.0,20240514.0,4.0,1,15
2199,1127.0,20240514.0,4.0,3,31
2200,1128.0,20240515.0,2.0,2,113
2201,1128.0,20240515.0,2.0,1,148
2202,1128.0,20240515.0,2.0,3,65
2203,1129.0,20240515.0,4.0,5,53
2204,1129.0,20240515.0,4.0,3,70
2205,1130.0,20240515.0,4.0,6,132
2206,1131.0,20240515.0,1.0,6,92
2207,1131.0,20240515.0,1.0,5,85
2208,1132.0,20240515.0,3.0,5,82
2209,1133.0,20240515.0,1.0,6,116
2210,1134.0,20240516.0,3.0,3,62
2211,1134.0,20240516.0,3.0,5,4
2212,1135.0,20240516.0,2.0,4,152
2213,1135.0,20240516.0,2.0,2,73
2214,1136.0,20240516.0,4.0,4,2
2215,1136.0,20240516.0,4.0,6,82
2216,1137.0,20240516.0,1.0,3,76
2217,1137.0,20240516.0,1.0,1,15
2218,1137.0,20240516.0,1.0,6,12
2219,1138.0,20240516.0,3.0,1,168
2220,1139.0,20240516.0,4.0,6,41
2221,1139.0,20240516.0,4.0,1,39
2222,1139.0,20240516.0,4.0,4,62
2223,1140.0,20240516.0,1.0,1,28
2224,1140.0,20240516.0,1.0,3,21
2225,1140.0,20240516.0,1.0,4,87
2226,1141.0,20240516.0,1.0,3,121
2227,1142.0,20240516.0,4.0,3,24
2228,1142.0,20240516.0,4.0,6,94
2229,1143.0,20240517.0,4.0,5,78
2230,1143.0,20240517.0,4.0,6,8
2231,1143.0,20240517.0,4.0,1,10
2232,1144.0,20240517.0,4.0,2,35
2233,1144.0,20240517.0,4.0,1,104
2234,1145.0,20240517.0,3.0,4,9
2235,1145.0,20240517.0,3.0,3,13
2236,1145.0,20240517.0,3.0,1,15
2237,1146.0,20240517.0,2.0,1,277
2238,1147.0,20240517.0,1.0,2,35
2239,1147.0,20240517.0,1.0,4,67
2240,1148.0,20240517.0,1.0,1,39
2241,1148.0,20240517.0,1.0,2,21
2242,1148.0,20240517.0,1.0,3,81
2243,1149.0,20240518.0,1.0,2,33
2244,1150.0,20240518.0,1.0,2,87
2245,1151.0,20240518.0,4.0,3,129
2246,1152.0,20240518.0,1.0,5,124
2247,1153.0,20240518.0,2.0,2,2
2248,1153.0,20240518.0,2.0,6,72
2249,1153.0,20240518.0,2.0,4,32
2250,1154.0,20240518.0,3.0,6,45
2251,1154.0,20240518.0,3.0,4,53
2252,1155.0,20240518.0,2.0,4,82
2253,1155.0,20240518.0,2.0,1,142
2254,1156.0,20240518.0,4.0,2,134
2255,1157.0,20240518.0,3.0,5,64
2256,1157.0,20240518.0,3.0,6,8
2257,1158.0,20240518.0,3.0,1,41
2258,1158.0,20240518.0,3.0,2,31
2259,1158.0,20240518.0,3.0,3,6
2260,1159.0,20240519.0,2.0,2,65
2261,1160.0,20240519.0,4.0,2,128
2262,1160.0,20240519.0,4.0,6,15
2263,1161.0,20240519.0,1.0,3,102
2264,1161.0,20240519.0,1.0,1,63
2265,1162.0,20240519.0,2.0,5,4
2266,1162.0,20240519.0,2.0,3,67
2267,1162.0,20240519.0,2.0,1,76
2268,1163.0,20240519.0,4.0,5,9
2269,1163.0,20240519.0,4.0,2,84
2270,1164.0,20240519.0,1.0,1,26
2271,1164.0,20240519.0,1.0,3,149
2272,1165.0,20240519.0,2.0,5,139
2273,1165.0,20240519.0,2.0,2,99
2274,1166.0,20240519.0,1.0,3,93
2275,1166.0,20240519.0,1.0,2,17
2276,1167.0,20240519.0,1.0,3,16
2277,1167.0,20240519.0,1.0,6,17
2278,1167.0,20240519.0,1.0,1,120
2279,1168.0,20240520.0,1.0,5,82
2280,1169.0,20240520.0,2.0,6,5
2281,1169.0,20240520.0,2.0,2,88
2282,1169.0,20240520.0,2.0,3,6
2283,1170.0,20240520.0,4.0,3,94
2284,1171.0,20240520.0,1.0,5,2
2285,1171.0,20240520.0,1.0,3,44
2286,1171.0,20240520.0,1.0,2,58
2287,1172.0,20240520.0,4.0,3,3
2288,1172.0,20240520.0,4.0,4,162
2289,1173.0,20240520.0,2.0,1,118
2290,1173.0,20240520.0,2.0,3,109
2291,1174.0,20240520.0,4.0,4,94
2292,1175.0,20240520.0,2.0,4,170
2293,1176.0,20240521.0,4.0,5,81
2294,1177.0,20240521.0,1.0,5,50
2295,1177.0,20240521.0,1.0,3,84
2296,1178.0,20240521.0,2.0,1,124
2297,1178.0,20240521.0,2.0,2,45
2298,1179.0,20240521.0,3.0,3,54
2299,1180.0,20240521.0,2.0,2,58
2300,1180.0,20240521.0,2.0,1,12
2301,1180.0,20240521.0,2.0,5,75
2302,1181.0,20240521.0,2.0,6,4
2303,1181.0,20240521.0,2.0,2,22
2304,1181.0,20240521.0,2.0,1,19
2305,1182.0,20240522.0,4.0,3,104
2306,1183.0,20240522.0,4.0,4,7
2307,1183.0,20240522.0,4.0,6,125
2308,1183.0,20240522.0,4.0,3,39
2309,1184.0,20240522.0,4.0,2,91
2310,1185.0,20240522.0,2.0,2,26
2311,1185.0,20240522.0,2.0,3,16
2312,1185.0,20240522.0,2.0,1,80
2313,1186.0,20240522.0,1.0,3,45
2314,1186.0,20240522.0,1.0,5,22
2315,1187.0,20240522.0,3.0,1,56
2316,1187.0,20240522.0,3.0,3,60
2317,1188.0,20240522.0,4.0,3,118
2318,1189.0,20240523.0,3.0,3,40
2319,1189.0,20240523.0,3.0,6,41
2320,1189.0,20240523.0,3.0,2,3
2321,1190.0,20240523.0,1.0,3,136
2322,1191.0,20240523.0,1.0,4,1
2323,1191.0,20240523.0,1.0,6,41
2324,1191.0,20240523.0,1.0,3,63
2325,1192.0,20240523.0,2.0,6,79
2326,1192.0,20240523.0,2.0,4,58
2327,1192.0,20240523.0,2.0,2,36
2328,1193.0,20240523.0,2.0,4,89
2329,1194.0,20240523.0,2.0,5,289
2330,1195.0,20240523.0,4.0,3,30
2331,1195.0,20240523.0,4.0,5,83
2332,1196.0,20240523.0,3.0,2,18
2333,1196.0,20240523.0,3.0,4,19
2334,1197.0,20240523.0,4.0,2,15
2335,1197.0,20240523.0,4.0,5,59
2336,1198.0,20240523.0,3.0,3,19
2337,1198.0,20240523.0,3.0,5,72
2338,1199.0,20240524.0,1.0,1,38
2339,1199.0,20240524.0,1.0,6,68
2340,1200.0,20240524.0,2.0,1,127
2341,1201.0,20240524.0,4.0,1,53
2342,1201.0,20240524.0,4.0,5,17
2343,1201.0,20240524.0,4.0,4,38
2344,1202.0,20240524.0,2.0,4,90
2345,1203.0,20240524.0,3.0,2,58
2346,1203.0,20240524.0,3.0,3,64
2347,1204.0,20240524.0,2.0,5,89
2348,1205.0,20240524.0,4.0,1,135
2349,1205.0,20240524.0,4.0,3,20
2350,1206.0,20240525.0,1.0,6,238
2351,1207.0,20240525.0,1.0,4,83
2352,1208.0,20240525.0,3.0,4,115
2353,1209.0,20240525.0,1.0,4,43
2354,1209.0,20240525.0,1.0,3,27
2355,1209.0,20240525.0,1.0,1,42
2356,1210.0,20240525.0,4.0,5,64
2357,1210.0,20240525.0,4.0,6,48
2358,1211.0,20240525.0,4.0,2,51
2359,1211.0,20240525.0,4.0,1,112
2360,1212.0,20240525.0,3.0,6,7
2361,1212.0,20240525.0,3.0,2,30
2362,1213.0,20240525.0,4.0,3,71
2363,1213.0,20240525.0,4.0,5,4
2364,1213.0,20240525.0,4.0,4,13
2365,1214.0,20240525.0,4.0,6,3
2366,1214.0,20240525.0,4.0,5,114
2367,1215.0,20240526.0,3.0,1,40
2368,1215.0,20240526.0,3.0,6,61
2369,1216.0,20240526.0,1.0,6,111
2370,1217.0,20240526.0,4.0,5,7
2371,1217.0,20240526.0,4.0,2,90
2372,1217.0,20240526.0,4.0,6,30
2373,1218.0,20240526.0,1.0,3,218
2374,1219.0,20240526.0,2.0,5,89
2375,1220.0,20240526.0,3.0,5,18
2376,1220.0,20240526.0,3.0,2,22
2377,1220.0,20240526.0,3.0,3,33
2378,1221.0,20240526.0,3.0,6,32
2379,1221.0,20240526.0,3.0,4,56
2380,1222.0,20240526.0,1.0,3,76
2381,1222.0,20240526.0,1.0,6,12
2382,1222.0,20240526.0,1.0,1,33
2383,1223.0,20240526.0,3.0,4,125
2384,1224.0,20240527.0,2.0,6,3
2385,1224.0,20240527.0,2.0,3,30
2386,1224.0,20240527.0,2.0,1,4
2387,1225.0,20240527.0,2.0,6,20
2388,1225.0,20240527.0,2.0,1,42
2389,1225.0,20240527.0,2.0,2,65
2390,1226.0,20240527.0,1.0,1,134
2391,1227.0,20240527.0,4.0,2,144
2392,1228.0,20240527.0,1.0,1,139
2393,1229.0,20240527.0,3.0,4,62
2394,1230.0,20240527.0,2.0,6,14
2395,1230.0,20240527.0,2.0,1,63
2396,1230.0,20240527.0,2.0,4,14
2397,1231.0,20240527.0,4.0,3,51
2398,1231.0,20240527.0,4.0,2,171
2399,1231.0,20240527.0,4.0,1,56
2400,1232.0,20240527.0,2.0,1,15
2401,1232.0,20240527.0,2.0,3,32
2402,1233.0,20240527.0,2.0,4,43
2403,1233.0,20240527.0,2.0,5,23
2404,1233.0,20240527.0,2.0,1,39
2405,1234.0,20240527.0,4.0,5,4
2406,1234.0,20240527.0,4.0,4,29
2407,1235.0,20240528.0,4.0,2,135
2408,1235.0,20240528.0,4.0,1,58
2409,1236.0,20240528.0,3.0,3,14
2410,1236.0,20240528.0,3.0,6,24
2411,1236.0,20240528.0,3.0,1,14
2412,1237.0,20240528.0,3.0,2,36
2413,1237.0,20240528.0,3.0,6,96
2414,1238.0,20240528.0,3.0,4,4
2415,1238.0,20240528.0,3.0,6,60
2416,1239.0,20240528.0,1.0,1,62
2417,1239.0,20240528.0,1.0,5,18
2418,1239.0,20240528.0,1.0,6,14
2419,1240.0,20240528.0,1.0,3,74
2420,1240.0,20240528.0,1.0,2,64
2421,1240.0,20240528.0,1.0,5,11
2422,1241.0,20240529.0,3.0,6,7
2423,1241.0,20240529.0,3.0,3,32
2424,1241.0,20240529.0,3.0,2,47
2425,1242.0,20240529.0,2.0,4,116
2426,1242.0,20240529.0,2.0,1,106
2427,1243.0,20240529.0,1.0,3,92
2428,1244.0,20240529.0,1.0,1,6
2429,1244.0,20240529.0,1.0,2,31
2430,1245.0,20240529.0,3.0,6,53
2431,1246.0,20240529.0,2.0,5,106
2432,1247.0,20240529.0,2.0,6,125
2433,1248.0,20240530.0,1.0,5,33
2434,1248.0,20240530.0,1.0,6,23
2435,1249.0,20240530.0,1.0,4,38
2436,1249.0,20240530.0,1.0,2,20
2437,1249.0,20240530.0,1.0,5,77
2438,1250.0,20240530.0,1.0,3,1
2439,1250.0,20240530.0,1.0,6,19
2440,1251.0,20240530.0,3.0,6,16
2441,1251.0,20240530.0,3.0,2,7
2442,1251.0,20240530.0,3.0,5,25
2443,1252.0,20240530.0,4.0,4,195
2444,1253.0,20240530.0,4.0,6,114
2445,1254.0,20240530.0,3.0,1,121
2446,1255.0,20240531.0,3.0,2,88
2447,1256.0,20240531.0,1.0,5,137
2448,1257.0,20240531.0,4.0,2,60
2449,1258.0,20240531.0,1.0,5,117
2450,1258.0,20240531.0,1.0,1,72
2451,1259.0,20240531.0,3.0,6,73
2452,1260.0,20240531.0,1.0,6,165
2453,1261.0,20240531.0,2.0,2,153
2454,1261.0,20240531.0,2.0,5,24
2455,1261.0,20240531.0,2.0,6,1
2456,1262.0,20240531.0,4.0,2,171
2457,1263.0,20240531.0,1.0,4,15
2458,1263.0,20240531.0,1.0,2,77
2459,1264.0,20240601.0,4.0,5,143
2460,1265.0,20240601.0,1.0,1,23
2461,1265.0,20240601.0,1.0,5,62
2462,1266.0,20240601.0,4.0,3,23
2463,1266.0,20240601.0,4.0,5,83
2464,1266.0,20240601.0,4.0,4,36
2465,1267.0,20240601.0,2.0,4,146
2466,1268.0,20240601.0,2.0,6,12
2467,1268.0,20240601.0,2.0,5,81
2468,1268.0,20240601.0,2.0,2,31
2469,1269.0,20240601.0,3.0,2,61
2470,1269.0,20240601.0,3.0,3,19
2471,1269.0,20240601.0,3.0,4,30
2472,1270.0,20240601.0,1.0,4,14
2473,1270.0,20240601.0,1.0,6,62
2474,1271.0,20240601.0,4.0,6,102
2475,1272.0,20240602.0,4.0,1,13
2476,1272.0,20240602.0,4.0,2,7
2477,1273.0,20240602.0,4.0,2,92
2478,1274.0,20240602.0,3.0,1,158
2479,1274.0,20240602.0,3.0,6,5
2480,1275.0,20240602.0,4.0,4,53
2481,1275.0,20240602.0,4.0,2,143
2482,1275.0,20240602.0,4.0,6,4
2483,1276.0,20240602.0,3.0,4,62
2484,1277.0,20240602.0,2.0,6,13
2485,1277.0,20240602.0,2.0,3,102
2486,1278.0,20240603.0,4.0,3,17
2487,1278.0,20240603.0,4.0,5,83
2488,1278.0,20240603.0,4.0,1,25
2489,1279.0,20240603.0,3.0,6,1
2490,1279.0,20240603.0,3.0,2,3
2491,1280.0,20240603.0,3.0,5,39
2492,1280.0,20240603.0,3.0,6,15
2493,1280.0,20240603.0,3.0,4,2
2494,1281.0,20240603.0,2.0,3,1
2495,1281.0,20240603.0,2.0,6,83
2496,1282.0,20240603.0,2.0,5,28
2497,1282.0,20240603.0,2.0,2,19
2498,1282.0,20240603.0,2.0,1,39
2499,1283.0,20240603.0,4.0,6,144
2500,1284.0,20240603.0,1.0,2,56
2501,1284.0,20240603.0,1.0,1,31
2502,1285.0,20240603.0,3.0,4,5
2503,1285.0,20240603.0,3.0,1,21
2504,1285.0,20240603.0,3.0,5,61
2505,1286.0,20240603.0,3.0,5,133
2506,1287.0,20240603.0,3.0,6,54
2507,1288.0,20240604.0,4.0,3,130
2508,1289.0,20240604.0,2.0,2,83
2509,1289.0,20240604.0,2.0,6,31
2510,1290.0,20240604.0,1.0,3,5
2511,1290.0,20240604.0,1.0,6,31
2512,1290.0,20240604.0,1.0,1,96
2513,1291.0,20240604.0,4.0,1,130
2514,1291.0,20240604.0,4.0,6,34
2515,1292.0,20240604.0,3.0,5,43
2516,1293.0,20240604.0,1.0,1,112
2517,1293.0,20240604.0,1.0,4,71
2518,1294.0,20240604.0,4.0,3,12
2519,1294.0,20240604.0,4.0,4,66
2520,1294.0,20240604.0,4.0,2,42
2521,1295.0,20240604.0,4.0,1,56
2522,1296.0,20240604.0,3.0,3,20
2523,1296.0,20240604.0,3.0,2,23
2524,1296.0,20240604.0,3.0,6,2
2525,1297.0,20240605.0,1.0,5,30
2526,1297.0,20240605.0,1.0,2,72
2527,1298.0,20240605.0,1.0,2,53
2528,1298.0,20240605.0,1.0,1,61
2529,1299.0,20240605.0,3.0,3,16
2530,1299.0,20240605.0,3.0,6,136
2531,1300.0,20240605.0,3.0,6,7
2532,1300.0,20240605.0,3.0,1,58
2533,1300.0,20240605.0,3.0,3,4
2534,1301.0,20240605.0,1.0,5,149
2535,1302.0,20240605.0,2.0,1,165
2536,1303.0,20240605.0,4.0,4,21
2537,1303.0,20240605.0,4.0,5,15
2538,1303.0,20240605.0,4.0,3,16
2539,1304.0,20240606.0,4.0,6,6
2540,1304.0,20240606.0,4.0,4,4
2541,1305.0,20240606.0,2.0,2,93
2542,1305.0,20240606.0,2.0,1,23
2543,1306.0,20240606.0,2.0,4,192
2544,1306.0,20240606.0,2.0,2,104
2545,1307.0,20240606.0,1.0,6,116
2546,1308.0,20240606.0,4.0,4,100
2547,1309.0,20240606.0,4.0,5,34
2548,1309.0,20240606.0,4.0,3,53
2549,1310.0,20240607.0,4.0,4,52
2550,1310.0,20240607.0,4.0,6,45
2551,1311.0,20240607.0,4.0,2,46
2552,1311.0,20240607.0,4.0,3,19
2553,1312.0,20240607.0,3.0,4,76
2554,1312.0,20240607.0,3.0,2,2
2555,1313.0,20240607.0,3.0,6,26
2556,1313.0,20240607.0,3.0,1,60
2557,1314.0,20240607.0,4.0,4,127
2558,1315.0,20240607.0,4.0,1,142
2559,1316.0,20240607.0,2.0,6,325
2560,1316.0,20240607.0,2.0,2,23
2561,1317.0,20240607.0,1.0,5,112
2562,1318.0,20240607.0,3.0,5,91
2563,1318.0,20240607.0,3.0,3,10
2564,1319.0,20240607.0,4.0,2,73
2565,1320.0,20240607.0,4.0,2,56
2566,1320.0,20240607.0,4.0,4,26
2567,1320.0,20240607.0,4.0,6,29
2568,1321.0,20240608.0,2.0,6,24
2569,1321.0,20240608.0,2.0,2,120
2570,1321.0,20240608.0,2.0,3,66
2571,1322.0,20240608.0,3.0,3,56
2572,1322.0,20240608.0,3.0,5,95
2573,1323.0,20240608.0,1.0,5,83
2574,1323.0,20240608.0,1.0,3,56
2575,1323.0,20240608.0,1.0,4,19
2576,1324.0,20240608.0,3.0,3,51
2577,1324.0,20240608.0,3.0,1,38
2578,1325.0,20240608.0,2.0,4,61
2579,1325.0,20240608.0,2.0,6,121
2580,1325.0,20240608.0,2.0,2,41
2581,1326.0,20240608.0,2.0,3,247
2582,1327.0,20240608.0,3.0,5,15
2583,1327.0,20240608.0,3.0,4,6
2584,1327.0,20240608.0,3.0,1,51
2585,1328.0,20240608.0,2.0,6,91
2586,1328.0,20240608.0,2.0,1,56
2587,1329.0,20240609.0,4.0,3,4
2588,1329.0,20240609.0,4.0,4,146
2589,1330.0,20240609.0,2.0,6,65
2590,1330.0,20240609.0,2.0,4,76
2591,1331.0,20240609.0,3.0,4,39
2592,1331.0,20240609.0,3.0,3,28
2593,1332.0,20240609.0,4.0,5,189
2594,1333.0,20240609.0,1.0,4,7
2595,1333.0,20240609.0,1.0,2,25
2596,1333.0,20240609.0,1.0,1,99
2597,1334.0,20240609.0,2.0,1,96
2598,1335.0,20240609.0,4.0,3,221
2599,1336.0,20240610.0,4.0,1,173
2600,1337.0,20240610.0,4.0,4,56
2601,1337.0,20240610.0,4.0,5,45
2602,1337.0,20240610.0,4.0,6,42
2603,1338.0,20240610.0,3.0,2,98
2604,1339.0,20240610.0,4.0,6,49
2605,1340.0,20240610.0,4.0,3,202
2606,1341.0,20240610.0,3.0,3,65
2607,1342.0,20240610.0,4.0,5,26
2608,1342.0,20240610.0,4.0,3,93
2609,1343.0,20240610.0,2.0,4,134
2610,1343.0,20240610.0,2.0,6,128
2611,1344.0,20240611.0,1.0,6,7
2612,1345.0,20240611.0,1.0,5,61
2613,1346.0,20240611.0,1.0,2,94
2614,1347.0,20240611.0,3.0,3,3
2615,1347.0,20240611.0,3.0,6,35
2616,1347.0,20240611.0,3.0,1,40
2617,1348.0,20240611.0,3.0,3,75
2618,1348.0,20240611.0,3.0,2,31
2619,1349.0,20240611.0,2.0,2,219
2620,1350.0,20240611.0,1.0,1,155
2621,1351.0,20240611.0,1.0,4,125
2622,1351.0,20240611.0,1.0,2,5
2623,1352.0,20240611.0,4.0,4,59
2624,1353.0,20240611.0,1.0,6,133
2625,1354.0,20240612.0,3.0,5,49
2626,1355.0,20240612.0,1.0,2,11
2627,1355.0,20240612.0,1.0,5,54
2628,1356.0,20240612.0,1.0,4,48
2629,1356.0,20240612.0,1.0,3,18
2630,1356.0,20240612.0,1.0,2,63
2631,1357.0,20240612.0,1.0,1,149
2632,1358.0,20240612.0,2.0,1,15
2633,1358.0,20240612.0,2.0,6,20
2634,1358.0,20240612.0,2.0,4,250
2635,1359.0,20240612.0,1.0,2,54
2636,1360.0,20240612.0,1.0,4,58
2637,1360.0,20240612.0,1.0,5,5
2638,1361.0,20240612.0,4.0,4,76
2639,1362.0,20240612.0,3.0,3,35
2640,1363.0,20240613.0,3.0,3,52
2641,1363.0,20240613.0,3.0,2,28
2642,1364.0,20240613.0,3.0,1,114
2643,1364.0,20240613.0,3.0,5,12
2644,1365.0,20240613.0,2.0,3,40
2645,1365.0,20240613.0,2.0,4,116
2646,1366.0,20240613.0,1.0,6,51
2647,1367.0,20240613.0,4.0,2,104
2648,1368.0,20240613.0,2.0,5,162
2649,1368.0,20240613.0,2.0,1,62
2650,1369.0,20240613.0,3.0,3,125
2651,1370.0,20240613.0,2.0,1,91
2652,1370.0,20240613.0,2.0,5,6
2653,1370.0,20240613.0,2.0,6,159
2654,1371.0,20240613.0,2.0,5,11
2655,1372.0,20240614.0,2.0,4,66
2656,1372.0,20240614.0,2.0,1,94
2657,1373.0,20240614.0,1.0,4,5
2658,1373.0,20240614.0,1.0,1,1
2659,1373.0,20240614.0,1.0,2,106
2660,1374.0,20240614.0,2.0,5,27
2661,1374.0,20240614.0,2.0,4,13
2662,1374.0,20240614.0,2.0,2,319
2663,1375.0,20240614.0,4.0,5,91
2664,1375.0,20240614.0,4.0,3,22
2665,1376.0,20240614.0,4.0,1,117
2666,1376.0,20240614.0,4.0,5,10
2667,1377.0,20240614.0,2.0,6,6
2668,1377.0,20240614.0,2.0,5,113
2669,1378.0,20240614.0,3.0,1,101
2670,1379.0,20240614.0,2.0,1,80
2671,1379.0,20240614.0,2.0,6,123
2672,1380.0,20240614.0,3.0,6,22
2673,1380.0,20240614.0,3.0,2,76
2674,1381.0,20240615.0,4.0,6,17
2675,1381.0,20240615.0,4.0,5,72
2676,1381.0,20240615.0,4.0,3,10
2677,1382.0,20240615.0,3.0,3,42
2678,1382.0,20240615.0,3.0,5,73
2679,1382.0,20240615.0,3.0,2,6
2680,1383.0,20240615.0,3.0,5,125
2681,1384.0,20240615.0,2.0,6,50
2682,1384.0,20240615.0,2.0,2,65
2683,1384.0,20240615.0,2.0,4,11
2684,1385.0,20240615.0,3.0,6,86
2685,1385.0,20240615.0,3.0,3,15
2686,1386.0,20240615.0,3.0,6,1
2687,1386.0,20240615.0,3.0,2,104
2688,1386.0,20240615.0,3.0,4,13
2689,1387.0,20240615.0,4.0,1,69
2690,1388.0,20240615.0,4.0,3,8
2691,1388.0,20240615.0,4.0,4,162
2692,1389.0,20240616.0,3.0,4,5
2693,1389.0,20240616.0,3.0,1,8
2694,1389.0,20240616.0,3.0,3,77
2695,1390.0,20240616.0,3.0,5,70
2696,1391.0,20240616.0,2.0,1,30
2697,1391.0,20240616.0,2.0,3,29
2698,1391.0,20240616.0,2.0,4,145
2699,1392.0,20240616.0,4.0,6,224
2700,1393.0,20240616.0,4.0,6,13
2701,1393.0,20240616.0,4.0,3,165
2702,1394.0,20240616.0,1.0,4,140
2703,1395.0,20240616.0,2.0,4,64
2704,1395.0,20240616.0,2.0,6,48
2705,1396.0,20240616.0,4.0,4,122
2706,1396.0,20240616.0,4.0,2,11
2707,1396.0,20240616.0,4.0,1,31
2708,1397.0,20240617.0,2.0,6,247
2709,1398.0,20240617.0,3.0,5,109
2710,1399.0,20240617.0,2.0,5,11
2711,1399.0,20240617.0,2.0,3,25
2712,1399.0,20240617.0,2.0,6,109
2713,1400.0,20240617.0,1.0,5,2
2714,1400.0,20240617.0,1.0,6,12
2715,1401.0,20240617.0,2.0,5,137
2716,1401.0,20240617.0,2.0,1,25
2717,1402.0,20240617.0,4.0,5,143
2718,1403.0,20240617.0,4.0,2,17
2719,1403.0,20240617.0,4.0,3,17
2720,1403.0,20240617.0,4.0,6,112
2721,1404.0,20240617.0,2.0,5,90
2722,1404.0,20240617.0,2.0,2,96
2723,1405.0,20240617.0,1.0,1,69
2724,1405.0,20240617.0,1.0,5,86
