ProductionID,DateKey,LineID,ShiftID,ProductID,UnitsProduced,UnitsDefective,DowntimeMinutes,ScrapCost
1200,20240524,2,3,1,5095,127,5.7,1587.5
1201,20240524,4,2,2,3667,108,4.5,1533.6
1202,20240524,2,2,4,5526,90,57.9,2259.0
1203,20240524,3,1,2,2537,122,1.1,1732.4
1204,20240524,2,1,2,5220,89,12.5,1263.8
1205,20240524,4,3,5,3402,155,17.6,992.0
1206,20240525,1,3,5,4404,238,30.2,1523.2
1207,20240525,1,3,8,2650,83,17.1,2813.7
1208,20240525,3,2,3,2169,115,0.2,2622.0
1209,20240525,1,2,1,3451,112,3.4,1400.0
1210,20240525,4,2,2,3695,112,33.8,1590.4
1211,20240525,4,1,2,4336,163,108.7,2314.6
1212,20240525,3,3,8,2631,37,46.9,1254.3
1213,20240525,4,1,7,4449,88,29.2,2772.0
1214,20240525,4,3,8,4066,117,0.0,3966.3
1215,20240526,3,1,8,2578,101,0.2,3423.9
1216,20240526,1,2,4,3725,111,26.0,2786.1
1217,20240526,4,3,1,4449,127,0.0,1587.5
1218,20240526,1,2,3,3941,218,10.6,4970.4
1219,20240526,2,2,2,6171,89,71.7,1263.8
1220,20240526,3,2,1,2898,73,6.1,912.5
1221,20240526,3,3,2,2951,88,3.6,1249.6
1222,20240526,1,2,1,3732,121,3.3,1512.5
1223,20240526,3,1,8,2366,125,3.9,4237.5
1224,20240527,2,2,7,5339,37,31.3,1165.5
1225,20240527,2,3,2,5632,127,13.4,1803.4
1226,20240527,1,3,7,3954,134,2.9,4221.0
1227,20240527,4,2,8,3989,144,14.9,4881.6
1228,20240527,1,3,5,3483,139,11.1,889.6
1229,20240527,3,1,7,3090,62,46.5,1953.0
1230,20240527,2,1,1,6574,91,21.9,1137.5
1231,20240527,4,3,1,5266,278,14.4,3475.0
1232,20240527,2,3,2,6665,47,36.4,667.4
1233,20240527,2,3,8,4722,105,8.2,3559.5
1234,20240527,4,2,6,5062,33,0.0,234.3
1235,20240528,4,2,8,4712,193,0.0,6542.7
1236,20240528,3,2,5,2155,52,15.2,332.8
1237,20240528,3,3,5,2957,132,20.2,844.8
1238,20240528,3,3,1,2215,64,3.7,800.0
1239,20240528,1,2,1,4624,94,62.7,1175.0
1240,20240528,1,2,8,3934,149,1.2,5051.1
1241,20240529,3,3,7,2448,86,19.0,2709.0
1242,20240529,2,1,3,6537,222,4.8,5061.6
1243,20240529,1,1,7,3145,92,18.2,2898.0
1244,20240529,1,1,3,4122,37,10.7,843.6
1245,20240529,3,3,7,2447,53,12.8,1669.5
1246,20240529,2,3,3,6790,106,15.0,2416.8
1247,20240529,2,1,5,6279,125,4.7,800.0
1248,20240530,1,3,1,4204,56,3.2,700.0
1249,20240530,1,2,6,3567,135,29.5,958.5
1250,20240530,1,2,7,3014,20,6.6,630.0
1251,20240530,3,3,3,2686,48,11.8,1094.4
1252,20240530,4,2,5,5466,195,21.3,1248.0
1253,20240530,4,3,3,4589,114,7.9,2599.2
1254,20240530,3,2,1,2371,121,26.5,1512.5
1255,20240531,3,3,8,2770,88,7.3,2983.2
1256,20240531,1,3,8,3394,137,39.5,4644.3
1257,20240531,4,1,8,4340,60,27.2,2034.0
1258,20240531,1,3,4,4092,189,15.7,4743.9
1259,20240531,3,3,8,2189,73,37.6,2474.7
1260,20240531,1,1,6,4633,165,4.9,1171.5
1261,20240531,2,3,4,6470,178,1.8,4467.8
1262,20240531,4,1,6,4548,171,23.6,1214.1
1263,20240531,1,1,2,3779,92,11.3,1306.4
1264,20240601,4,1,5,4602,143,1.0,915.2
1265,20240601,1,3,5,3012,85,8.5,544.0
1266,20240601,4,1,3,4371,142,15.4,3237.6
1267,20240601,2,1,8,6453,146,9.2,4949.4
1268,20240601,2,1,4,4946,124,11.0,3112.4
1269,20240601,3,1,1,2406,110,11.8,1375.0
1270,20240601,1,2,1,3404,76,9.9,950.0
1271,20240601,4,2,2,4588,102,10.2,1448.4
1272,20240602,4,2,6,5328,20,34.5,142.0
1273,20240602,4,3,3,3476,92,28.6,2097.6
1274,20240602,3,1,8,3348,163,22.0,5525.7
1275,20240602,4,2,1,5307,200,13.5,2500.0
1276,20240602,3,3,3,2223,62,1.3,1413.6
1277,20240602,2,3,1,4745,115,40.7,1437.5
1278,20240603,4,2,7,4960,125,5.9,3937.5
1279,20240603,3,3,7,2242,4,35.8,126.0
1280,20240603,3,1,1,2318,56,2.5,700.0
1281,20240603,2,2,5,5194,84,4.7,537.6
1282,20240603,2,3,3,6029,86,9.7,1960.8
1283,20240603,4,1,4,4052,144,38.2,3614.4
1284,20240603,1,3,8,3623,87,88.8,2949.3
1285,20240603,3,1,5,2052,87,30.9,556.8
1286,20240603,3,2,4,2609,133,1.6,3338.3
1287,20240603,3,2,7,2373,54,7.4,1701.0
1288,20240604,4,2,1,5185,130,22.7,1625.0
1289,20240604,2,2,3,6206,114,4.0,2599.2
1290,20240604,1,1,7,4392,132,2.4,4158.0
1291,20240604,4,1,1,4254,164,25.6,2050.0
1292,20240604,3,3,3,3114,43,5.0,980.4
1293,20240604,1,1,2,3417,183,2.2,2598.6
1294,20240604,4,1,2,4350,120,18.4,1704.0
1295,20240604,4,3,6,5431,56,0.0,397.6
1296,20240604,3,1,2,2369,45,12.5,639.0
1297,20240605,1,2,3,3448,102,13.1,2325.6
1298,20240605,1,3,1,3880,114,20.0,1425.0
1299,20240605,3,1,4,2877,152,2.4,3815.2
1300,20240605,3,3,6,1887,69,45.9,489.9
1301,20240605,1,3,2,4475,149,7.3,2115.8
1302,20240605,2,1,4,5055,165,0.7,4141.5
1303,20240605,4,1,4,5107,52,1.1,1305.2
1304,20240606,4,2,7,5096,10,36.2,315.0
1305,20240606,2,1,4,7221,116,7.8,2911.6
1306,20240606,2,3,6,6817,296,0.5,2101.6
1307,20240606,1,3,6,3541,116,25.8,823.6
1308,20240606,4,3,6,4157,100,0.0,710.0
1309,20240606,4,3,6,3135,87,20.0,617.7
1310,20240607,4,1,4,4946,97,0.6,2434.7
1311,20240607,4,2,3,4686,65,9.0,1482.0
1312,20240607,3,1,7,2366,78,3.8,2457.0
1313,20240607,3,3,4,2418,86,3.8,2158.6
1314,20240607,4,2,2,3741,127,28.8,1803.4
1315,20240607,4,2,4,5376,142,33.2,3564.2
1316,20240607,2,1,7,6878,348,2.3,10962.0
1317,20240607,1,1,6,3327,112,3.5,795.2
1318,20240607,3,1,7,2605,101,9.4,3181.5
1319,20240607,4,3,8,4185,73,7.0,2474.7
1320,20240607,4,3,7,4355,111,0.0,3496.5
1321,20240608,2,1,6,7177,210,13.3,1491.0
1322,20240608,3,1,1,2730,151,11.4,1887.5
1323,20240608,1,2,6,3640,158,3.3,1121.8
1324,20240608,3,2,5,2511,89,12.3,569.6
1325,20240608,2,3,1,5735,223,15.9,2787.5
1326,20240608,2,1,5,6553,247,4.8,1580.8
1327,20240608,3,3,6,2766,72,23.2,511.2
1328,20240608,2,3,1,7167,147,0.7,1837.5
1329,20240609,4,1,2,5527,150,72.4,2130.0
1330,20240609,2,3,5,6218,141,4.1,902.4
1331,20240609,3,2,5,2167,67,53.1,428.8
1332,20240609,4,1,6,4464,189,26.6,1341.9
1333,20240609,1,1,6,4327,131,23.5,930.1
1334,20240609,2,2,7,5669,96,3.9,3024.0
1335,20240609,4,1,7,5091,221,5.7,6961.5
1336,20240610,4,2,7,4884,173,0.0,5449.5
1337,20240610,4,2,8,5030,143,24.4,4847.7
1338,20240610,3,2,6,2757,98,22.5,695.8
1339,20240610,4,3,7,3543,49,1.3,1543.5
1340,20240610,4,3,5,4384,202,0.0,1292.8
1341,20240610,3,1,5,2220,65,8.1,416.0
1342,20240610,4,1,4,4928,119,28.4,2986.9
1343,20240610,2,3,6,5654,262,54.3,1860.2
1344,20240611,1,2,4,3520,7,3.7,175.7
1345,20240611,1,2,5,3108,61,0.2,390.4
1346,20240611,1,1,6,3714,94,1.2,667.4
1347,20240611,3,2,8,2412,78,14.2,2644.2
1348,20240611,3,3,4,3347,106,3.6,2660.6
1349,20240611,2,1,1,5836,219,22.9,2737.5
1350,20240611,1,2,1,3539,155,9.2,1937.5
1351,20240611,1,2,3,3713,130,8.4,2964.0
1352,20240611,4,1,4,3807,59,37.6,1480.9
1353,20240611,1,3,7,4136,133,65.3,4189.5
1354,20240612,3,3,7,2423,49,36.7,1543.5
1355,20240612,1,3,8,2853,65,10.8,2203.5
1356,20240612,1,2,7,3594,129,1.2,4063.5
1357,20240612,1,1,6,3332,149,8.5,1057.9
1358,20240612,2,1,6,5662,285,2.8,2023.5
1359,20240612,1,2,3,3212,54,16.4,1231.2
1360,20240612,1,1,1,3862,63,43.8,787.5
1361,20240612,4,1,1,4371,76,6.0,950.0
1362,20240612,3,1,5,2469,35,8.8,224.0
1363,20240613,3,1,7,2438,80,11.2,2520.0
1364,20240613,3,2,4,2718,126,48.2,3162.6
1365,20240613,2,1,6,5745,156,5.7,1107.6
1366,20240613,1,1,4,3449,51,27.1,1280.1
1367,20240613,4,1,6,3377,104,0.8,738.4
1368,20240613,2,3,7,5705,224,5.1,7056.0
1369,20240613,3,1,4,2278,125,6.4,3137.5
1370,20240613,2,1,1,4253,256,10.5,3200.0
1371,20240613,2,2,5,5976,11,37.5,70.4
1372,20240614,2,1,7,5636,160,20.7,5040.0
1373,20240614,1,3,1,4243,112,3.8,1400.0
1374,20240614,2,2,1,7334,359,8.3,4487.5
1375,20240614,4,2,8,4181,113,9.4,3830.7
1376,20240614,4,3,5,4065,127,2.9,812.8
1377,20240614,2,3,7,6343,119,14.0,3748.5
1378,20240614,3,1,5,2810,101,5.1,646.4
1379,20240614,2,3,6,4287,203,26.6,1441.3
1380,20240614,3,3,4,2004,98,68.6,2459.8
1381,20240615,4,2,3,5421,99,63.7,2257.2
1382,20240615,3,2,6,2690,121,10.6,859.1
1383,20240615,3,3,2,2398,125,3.7,1775.0
1384,20240615,2,2,3,6073,126,6.2,2872.8
1385,20240615,3,1,6,2537,101,25.2,717.1
1386,20240615,3,3,8,2997,118,10.8,4000.2
1387,20240615,4,2,6,4228,69,0.0,489.9
1388,20240615,4,3,2,3602,170,27.5,2414.0
1389,20240616,3,3,7,2959,90,4.3,2835.0
1390,20240616,3,2,6,2311,70,9.8,497.0
1391,20240616,2,3,8,5639,204,15.6,6915.6
1392,20240616,4,3,1,4316,224,0.0,2800.0
1393,20240616,4,1,3,4971,178,5.8,4058.4
1394,20240616,1,3,7,3433,140,19.9,4410.0
1395,20240616,2,3,3,5413,112,5.2,2553.6
1396,20240616,4,3,1,4812,164,3.2,2050.0
1397,20240617,2,1,2,7666,247,9.8,3507.4
1398,20240617,3,2,1,2136,109,12.6,1362.5
1399,20240617,2,2,4,4942,145,3.2,3639.5
1400,20240617,1,3,4,4547,14,12.9,351.4
1401,20240617,2,3,4,5003,162,14.2,4066.2
1402,20240617,4,1,1,4333,143,40.6,1787.5
1403,20240617,4,1,2,4487,146,31.4,2073.2
1404,20240617,2,2,4,5788,186,38.3,4668.6
1405,20240617,1,3,2,3836,155,29.6,2201.0
1406,20240618,2,2,5,6420,117,1.2,748.8
1407,20240618,4,2,2,4461,180,19.5,2556.0
1408,20240618,2,3,8,6390,148,25.2,5017.2
1409,20240618,3,2,5,2279,112,4.6,716.8
1410,20240618,1,1,7,3872,55,2.4,1732.5
1411,20240618,4,1,4,4714,110,0.0,2761.0
1412,20240619,1,3,4,3979,172,40.5,4317.2
1413,20240619,3,2,1,2432,56,18.4,700.0
1414,20240619,2,3,6,6950,309,9.3,2193.9
1415,20240619,1,1,3,4193,172,50.2,3921.6
1416,20240619,4,2,6,3456,38,5.2,269.8
1417,20240619,3,1,3,2736,48,27.8,1094.4
1418,20240619,4,2,1,4690,218,9.8,2725.0
1419,20240619,3,2,8,2154,73,14.4,2474.7
1420,20240619,4,3,4,3441,132,11.8,3313.2
1421,20240619,1,3,2,4039,162,2.6,2300.4
1422,20240620,2,2,1,6526,154,18.3,1925.0
1423,20240620,2,1,1,6020,157,9.9,1962.5
1424,20240620,2,1,6,5763,168,92.1,1192.8
1425,20240620,3,2,8,2421,105,0.6,3559.5
1426,20240620,4,2,4,4768,106,13.5,2660.6
1427,20240620,4,3,5,3771,134,0.0,857.6
1428,20240621,1,2,3,3264,84,6.3,1915.2
1429,20240621,4,2,4,4675,166,105.9,4166.6
1430,20240621,3,1,7,2803,50,9.0,1575.0
1431,20240621,2,2,6,6249,160,0.4,1136.0
1432,20240621,4,2,3,4369,143,9.5,3260.4
1433,20240621,4,3,6,4461,173,2.1,1228.3
1434,20240621,4,3,6,4470,124,75.6,880.4
1435,20240622,1,2,1,3085,103,17.7,1287.5
1436,20240622,3,1,5,2910,64,4.3,409.6
1437,20240622,4,2,3,4931,172,0.0,3921.6
1438,20240622,3,2,2,2555,34,41.1,482.8
1439,20240622,3,2,5,3045,84,12.0,537.6
1440,20240622,2,3,8,5802,193,13.7,6542.7
1441,20240622,4,3,2,4267,8,2.9,113.6
1442,20240623,4,1,1,4621,100,38.8,1250.0
1443,20240623,4,1,3,4459,131,8.0,2986.8
1444,20240623,3,2,1,2913,28,4.9,350.0
1445,20240623,4,3,6,4777,246,0.0,1746.6
1446,20240623,4,2,3,4795,213,0.0,4856.4
1447,20240623,3,1,5,2212,86,17.1,550.4
1448,20240623,4,3,6,4623,57,4.4,404.7
1449,20240624,2,2,4,6401,177,19.6,4442.7
1450,20240624,4,2,2,4352,216,0.0,3067.2
1451,20240624,3,1,7,2662,126,2.5,3969.0
1452,20240624,3,2,3,2546,72,41.9,1641.6
1453,20240624,3,1,1,2895,126,20.0,1575.0
1454,20240624,4,1,7,4401,98,24.4,3087.0
1455,20240624,3,2,1,2434,99,5.6,1237.5
1456,20240624,1,2,4,3689,158,19.4,3965.8
1457,20240624,3,2,5,2214,61,14.4,390.4
1458,20240624,1,2,6,4439,183,19.4,1299.3
1459,20240625,1,2,1,3771,92,22.0,1150.0
1460,20240625,4,2,3,3296,169,6.2,3853.2
1461,20240625,4,1,6,5473,143,2.4,1015.3
1462,20240625,1,3,2,3585,110,15.0,1562.0
1463,20240625,1,2,3,3970,147,3.9,3351.6
1464,20240625,2,2,4,6149,179,5.1,4492.9
1465,20240625,4,1,6,4687,77,6.2,546.7
1466,20240626,2,1,2,5225,95,36.0,1349.0
1467,20240626,2,2,4,6236,333,1.6,8358.3
1468,20240626,1,3,8,4069,125,2.0,4237.5
1469,20240626,1,2,6,3438,161,24.1,1143.1
1470,20240626,1,2,2,3950,197,0.9,2797.4
1471,20240626,1,1,6,3515,114,25.0,809.4
1472,20240626,4,1,8,4472,98,26.5,3322.2
1473,20240627,2,3,2,6242,236,7.7,3351.2
1474,20240627,3,1,5,2361,76,26.6,486.4
1475,20240627,4,1,6,4510,166,0.0,1178.6
1476,20240627,3,2,5,2183,67,30.0,428.8
1477,20240627,2,1,2,6368,62,10.8,880.4
1478,20240627,1,1,5,4331,73,41.3,467.2
1479,20240628,1,1,5,3889,141,15.4,902.4
1480,20240628,4,1,3,4265,28,0.0,638.4
1481,20240628,2,2,4,7663,152,7.5,3815.2
1482,20240628,2,3,3,4120,114,5.2,2599.2
1483,20240628,4,3,7,4522,141,0.3,4441.5
1484,20240628,1,3,1,3193,95,31.9,1187.5
1485,20240629,1,1,2,3082,66,6.1,937.2
1486,20240629,4,3,2,5599,251,7.0,3564.2
1487,20240629,2,1,5,7008,86,12.1,550.4
1488,20240629,2,3,6,5964,167,15.8,1185.7
1489,20240629,1,2,6,3444,40,14.4,284.0
1490,20240629,2,3,4,5163,152,2.6,3815.2
1491,20240629,3,2,6,2384,70,6.0,497.0
1492,20240629,1,1,7,3640,105,5.9,3307.5
1493,20240629,2,1,3,5588,278,3.8,6338.4
1494,20240630,3,2,1,3225,111,34.8,1387.5
1495,20240630,3,1,2,2063,84,4.5,1192.8
1496,20240630,3,1,7,3152,126,24.6,3969.0
1497,20240630,2,1,8,5549,235,35.0,7966.5
1498,20240630,4,3,2,4718,197,0.0,2797.4
1499,20240630,1,1,7,3299,122,5.3,3843.0
1500,20240630,1,1,5,2942,141,2.1,902.4
1501,20240630,2,3,8,5574,240,41.6,8136.0
1502,20240630,2,2,6,5681,247,33.0,1753.7
1503,20240630,1,2,4,3037,132,4.4,3313.2
1504,20240701,3,2,4,2344,69,2.8,1731.9
1505,20240701,2,2,3,5949,187,16.3,4263.6
1506,20240701,3,1,6,2994,96,18.7,681.6
1507,20240701,1,2,8,3992,211,1.1,7152.9
1508,20240701,3,3,8,2858,61,14.5,2067.9
1509,20240701,3,3,6,2315,73,20.8,518.3
1510,20240701,1,3,4,3806,64,61.0,1606.4
1511,20240701,1,3,8,3725,113,4.0,3830.7
1512,20240701,1,1,4,4346,118,13.9,2961.8
1513,20240702,3,3,3,2674,84,43.3,1915.2
1514,20240702,1,3,6,3541,154,0.6,1093.4
1515,20240702,4,3,6,4278,73,10.8,518.3
1516,20240702,1,1,3,4203,76,7.4,1732.8
1517,20240702,3,1,1,2654,95,17.3,1187.5
1518,20240702,2,3,8,6071,211,7.3,7152.9
1519,20240702,3,1,5,2978,122,72.2,780.8
1520,20240702,4,2,8,4386,108,0.0,3661.2
1521,20240702,4,3,2,3832,127,22.4,1803.4
1522,20240702,4,3,7,4205,144,0.0,4536.0
1523,20240703,4,1,8,4768,74,83.8,2508.6
1524,20240703,1,2,3,3241,73,43.0,1664.4
1525,20240703,4,2,7,5142,255,1.3,8032.5
1526,20240703,2,3,6,3984,123,23.5,873.3
1527,20240703,4,3,8,4121,87,0.0,2949.3
1528,20240703,3,3,6,2119,91,39.6,646.1
1529,20240703,3,3,6,2400,96,0.2,681.6
1530,20240703,3,1,6,2570,109,5.7,773.9
1531,20240704,1,3,8,3624,156,3.6,5288.4
1532,20240704,3,1,3,2604,49,13.6,1117.2
1533,20240704,4,3,1,3866,171,0.0,2137.5
1534,20240704,4,3,7,4740,133,0.0,4189.5
1535,20240704,1,3,5,4019,52,3.0,332.8
1536,20240704,4,1,8,5302,115,48.8,3898.5
1537,20240704,3,1,2,3292,61,6.2,866.2
1538,20240704,4,3,6,4250,111,7.5,788.1
1539,20240704,4,2,1,4271,181,11.9,2262.5
1540,20240704,2,1,3,6293,149,16.0,3397.2
1541,20240704,1,3,1,4116,36,6.0,450.0
1542,20240705,1,2,8,4306,107,0.7,3627.3
1543,20240705,4,1,2,3630,63,0.0,894.6
1544,20240705,2,3,5,6569,202,15.3,1292.8
1545,20240705,1,3,7,4112,128,22.9,4032.0
1546,20240705,4,2,5,5505,115,0.0,736.0
1547,20240705,4,2,4,3214,67,4.0,1681.7
1548,20240705,4,3,3,4492,91,0.0,2074.8
1549,20240705,2,2,4,6334,276,0.0,6927.6
1550,20240705,4,1,5,4245,92,0.0,588.8
1551,20240705,4,2,7,5055,122,0.0,3843.0
1552,20240705,4,2,2,5550,104,0.0,1476.8
1553,20240706,2,2,4,5114,186,3.7,4668.6
1554,20240706,1,1,6,3217,78,15.3,553.8
1555,20240706,3,2,1,2293,84,18.8,1050.0
1556,20240706,1,3,4,4335,140,1.4,3514.0
1557,20240706,4,2,3,4736,135,47.9,3078.0
1558,20240706,2,2,4,8016,286,0.1,7178.6
1559,20240706,2,2,1,6281,108,41.6,1350.0
1560,20240706,1,2,7,3920,106,14.4,3339.0
1561,20240707,1,2,2,4403,73,15.5,1036.6
1562,20240707,1,1,8,3484,119,34.3,4034.1
1563,20240707,2,2,8,6051,373,3.9,12644.7
1564,20240707,1,1,8,3406,66,10.5,2237.4
1565,20240707,3,1,1,3397,155,1.0,1937.5
1566,20240707,2,3,3,6102,273,13.1,6224.4
1567,20240707,2,1,8,5559,215,8.4,7288.5
1568,20240707,4,2,6,4562,58,24.3,411.8
1569,20240707,1,3,4,3881,158,23.3,3965.8
1570,20240708,2,3,8,5452,154,12.4,5220.6
1571,20240708,1,3,4,3300,153,2.9,3840.3
1572,20240708,4,3,5,4668,146,56.5,934.4
1573,20240708,2,1,5,6083,299,18.8,1913.6
1574,20240708,4,1,8,4052,116,10.9,3932.4
1575,20240708,1,1,1,3953,60,1.8,750.0
1576,20240708,4,1,1,4538,123,0.0,1537.5
1577,20240709,3,2,3,2323,114,1.9,2599.2
1578,20240709,3,1,4,2828,56,20.0,1405.6
1579,20240709,2,1,7,7145,123,50.2,3874.5
1580,20240709,2,2,8,6799,154,34.3,5220.6
1581,20240709,4,1,8,5130,35,1.0,1186.5
1582,20240709,4,3,2,4571,150,46.2,2130.0
1583,20240709,4,1,1,4631,142,6.4,1775.0
1584,20240709,4,1,5,4013,90,0.0,576.0
1585,20240709,3,3,4,2592,75,11.7,1882.5
1586,20240709,2,1,2,6271,208,22.6,2953.6
1587,20240709,2,3,8,6556,262,19.5,8881.8
1588,20240710,1,2,7,2772,85,6.9,2677.5
1589,20240710,1,1,8,4012,111,61.5,3762.9
1590,20240710,2,3,3,5195,115,14.9,2622.0
1591,20240710,1,3,1,4035,119,22.6,1487.5
1592,20240710,3,2,1,2803,106,8.8,1325.0
1593,20240710,4,1,3,4748,207,0.0,4719.6
1594,20240710,3,3,6,3182,119,38.2,844.9
1595,20240711,4,3,2,4943,149,8.4,2115.8
1596,20240711,3,1,6,2465,84,16.0,596.4
1597,20240711,3,3,5,2826,109,7.9,697.6
1598,20240711,2,3,8,6998,147,44.6,4983.3
1599,20240711,3,3,3,2688,35,58.2,798.0
1600,20240711,4,1,4,4054,152,2.3,3815.2
1601,20240712,2,2,1,6166,214,31.8,2675.0
1602,20240712,3,1,5,2471,60,0.0,384.0
1603,20240712,2,1,5,6510,46,34.4,294.4
1604,20240712,4,2,6,5014,181,18.0,1285.1
1605,20240712,4,1,2,4549,161,1.6,2286.2
1606,20240712,1,2,1,3942,39,18.1,487.5
1607,20240712,1,3,6,2748,137,59.3,972.7
1608,20240713,3,3,6,2181,70,20.5,497.0
1609,20240713,4,1,5,4085,114,0.0,729.6
1610,20240713,2,3,3,6231,290,23.2,6612.0
1611,20240713,3,1,3,2299,73,8.5,1664.4
1612,20240713,2,2,1,5428,104,5.0,1300.0
1613,20240713,1,1,4,4123,140,9.1,3514.0
1614,20240713,2,2,4,6309,316,13.4,7931.6
1615,20240713,3,3,5,2599,146,39.0,934.4
1616,20240713,1,1,5,4019,162,25.7,1036.8
1617,20240713,3,3,8,2742,48,33.3,1627.2
1618,20240713,4,2,7,3682,47,3.9,1480.5
1619,20240714,1,1,1,3962,110,14.8,1375.0
1620,20240714,4,1,3,4117,121,0.0,2758.8
1621,20240714,3,2,4,2680,105,9.6,2635.5
1622,20240714,3,3,5,2626,72,29.4,460.8
1623,20240714,3,3,1,2335,97,5.5,1212.5
1624,20240714,4,2,4,4138,158,5.6,3965.8
1625,20240714,3,2,3,2473,61,9.0,1390.8
1626,20240714,3,2,3,2797,74,61.2,1687.2
1627,20240714,4,3,6,3747,162,0.0,1150.2
1628,20240715,1,1,4,4015,190,11.6,4769.0
1629,20240715,2,2,7,5171,151,10.3,4756.5
1630,20240715,1,3,1,3414,107,2.8,1337.5
1631,20240715,4,2,6,3216,119,8.8,844.9
1632,20240715,1,1,8,2965,106,35.7,3593.4
1633,20240715,1,1,5,3712,175,11.8,1120.0
1634,20240715,1,1,2,3617,86,13.5,1221.2
1635,20240715,3,2,7,2424,86,11.2,2709.0
1636,20240715,2,3,1,4292,100,7.5,1250.0
1637,20240715,1,3,8,2812,89,100.7,3017.1
1638,20240716,3,2,1,1751,101,16.7,1262.5
1639,20240716,1,3,3,4463,192,12.7,4377.6
1640,20240716,3,1,3,2859,97,11.7,2211.6
1641,20240716,1,1,5,4753,157,9.0,1004.8
1642,20240716,2,1,2,6416,80,2.5,1136.0
1643,20240716,1,3,8,3227,45,20.3,1525.5
1644,20240716,1,2,7,3821,179,13.5,5638.5
1645,20240717,3,1,2,2633,93,2.1,1320.6
1646,20240717,1,1,5,4019,104,34.5,665.6
1647,20240717,4,3,8,4155,153,0.0,5186.7
1648,20240717,4,1,3,4785,88,0.0,2006.4
1649,20240717,3,2,2,3057,73,12.3,1036.6
1650,20240717,4,2,1,4528,127,42.2,1587.5
1651,20240718,1,3,5,2311,65,18.4,416.0
1652,20240718,4,1,7,3348,108,0.0,3402.0
1653,20240718,1,2,7,3427,126,4.9,3969.0
1654,20240718,3,1,8,2763,90,83.6,3051.0
1655,20240718,4,3,6,5048,205,0.0,1455.5
1656,20240718,3,2,4,2858,129,2.3,3237.9
1657,20240718,1,2,3,3635,147,1.2,3351.6
1658,20240718,1,2,6,3556,173,64.6,1228.3
1659,20240718,1,2,8,3328,52,7.6,1762.8
1660,20240718,2,1,6,6137,190,3.3,1349.0
1661,20240718,2,2,8,4785,81,12.8,2745.9
1662,20240719,3,1,7,2921,130,5.7,4095.0
1663,20240719,2,1,2,5334,176,3.2,2499.2
1664,20240719,4,1,1,4220,191,25.5,2387.5
1665,20240719,2,2,6,6931,142,1.5,1008.2
1666,20240719,3,1,2,2369,52,41.1,738.4
1667,20240719,4,1,2,4401,142,9.5,2016.4
1668,20240719,1,3,5,3683,109,20.0,697.6
1669,20240719,1,3,2,4663,109,30.4,1547.8
1670,20240719,2,3,6,5576,131,8.0,930.1
1671,20240719,2,3,4,6159,78,8.9,1957.8
1672,20240719,1,3,7,3171,123,11.4,3874.5
1673,20240720,4,3,1,4806,83,34.2,1037.5
1674,20240720,2,1,3,6696,125,15.6,2850.0
1675,20240720,4,2,8,3441,113,8.5,3830.7
1676,20240720,1,3,6,3669,147,18.1,1043.7
1677,20240720,4,1,7,4411,161,5.1,5071.5
1678,20240720,3,2,2,2567,78,8.3,1107.6
1679,20240720,1,1,2,3359,59,6.7,837.8
1680,20240721,2,2,3,6806,262,22.3,5973.6
1681,20240721,4,2,8,4973,179,80.0,6068.1
1682,20240721,4,2,7,4784,124,0.0,3906.0
1683,20240721,1,2,3,3604,162,10.1,3693.6
1684,20240721,3,2,2,2206,78,10.4,1107.6
1685,20240721,1,2,6,3658,81,16.4,575.1
1686,20240721,2,1,2,7047,352,12.8,4998.4
1687,20240722,4,2,3,4427,8,12.9,182.4
1688,20240722,4,3,8,4823,120,1.5,4068.0
1689,20240722,3,1,2,2805,108,22.3,1533.6
1690,20240722,3,2,3,2808,161,38.4,3670.8
1691,20240722,1,3,5,3900,105,31.2,672.0
1692,20240722,1,3,4,3405,133,19.8,3338.3
1693,20240722,2,3,6,5722,128,45.3,908.8
1694,20240722,4,2,6,4365,160,21.3,1136.0
1695,20240722,3,3,6,2437,4,6.5,28.4
1696,20240722,2,1,1,6047,32,25.0,400.0
1697,20240723,2,1,1,6692,169,31.3,2112.5
1698,20240723,1,3,6,3744,126,23.2,894.6
1699,20240723,2,2,8,5801,125,2.2,4237.5
1700,20240723,2,2,7,6354,211,10.2,6646.5
1701,20240723,3,3,5,3105,86,24.3,550.4
1702,20240723,4,1,3,3924,124,0.0,2827.2
1703,20240723,1,1,5,3803,119,16.5,761.6
1704,20240724,2,2,8,7602,179,10.1,6068.1
1705,20240724,4,1,7,4443,112,10.3,3528.0
1706,20240724,1,2,7,3480,89,0.4,2803.5
1707,20240724,3,3,6,2541,93,12.0,660.3
1708,20240724,4,2,6,4667,101,1.4,717.1
1709,20240724,3,1,3,2369,113,1.2,2576.4
1710,20240724,4,3,8,4938,165,6.8,5593.5
1711,20240724,2,3,2,7041,230,19.3,3266.0
1712,20240724,3,1,3,2979,142,2.9,3237.6
1713,20240724,1,3,3,4269,130,14.5,2964.0
1714,20240725,2,3,3,6100,24,42.1,547.2
1715,20240725,4,2,4,4379,179,14.1,4492.9
1716,20240725,1,3,5,3661,74,26.0,473.6
1717,20240725,3,3,4,2417,63,24.0,1581.3
1718,20240725,1,1,2,3495,173,145.7,2456.6
1719,20240725,2,3,8,6021,293,34.7,9932.7
1720,20240725,4,1,5,4592,98,0.0,627.2
